Timestamp,Device ID,Device Type,Power Consumption (W),Room Location,Temperature (°C),Humidity (%),Usage Duration (minutes),Energy Cost ($),On/Off Status
2024-11-19 08:53:00,D-6621,Microwave,969.95,Office,22.35,57.73,40,77.6,On
2024-11-14 10:54:00,D-9291,Air Conditioner,1707.3,Bedroom,16.23,70.23,75,256.09,On
2024-10-27 22:19:00,D-1291,Laptop Charger,85.47,Kitchen,25.97,32.28,145,24.79,On
2024-04-08 21:25:00,D-7684,Air Conditioner,1334.88,Garage,19.63,75.69,142,379.11,On
2024-01-12 06:23:00,D-1835,TV,127.88,Living Room,18.29,78.14,128,32.74,On
2024-08-29 15:54:00,D-1819,Heater,1608.16,Kitchen,28.52,39.53,100,321.63,On
2024-02-05 09:29:00,D-2818,Laptop Charger,55.8,Bathroom,16.01,60.8,172,19.2,On
2024-10-06 19:46:00,D-7669,Refrigerator,259.55,Bathroom,26.54,78.74,155,80.46,On
2024-02-03 17:16:00,D-5253,Air Conditioner,1637.09,Bathroom,28.06,52.59,155,507.5,On
2024-10-19 14:48:00,D-4601,Ceiling Fan,76.25,Bedroom,17.38,77.37,132,20.13,On
2024-07-28 03:19:00,D-7482,Refrigerator,144.69,Living Room,17.06,55.52,98,28.36,On
2024-11-19 13:13:00,D-1853,Ceiling Fan,90.47,Garage,16.08,75.66,163,29.49,On
2024-02-28 13:31:00,D-1558,Smart Plug,6.7,Kitchen,19.28,54.11,31,0.42,On
2024-11-10 20:36:00,D-5587,Refrigerator,188.93,Garage,18.6,58.27,106,40.05,On
2024-02-24 00:11:00,D-5105,Ceiling Fan,40.93,Kitchen,18.51,37.73,89,7.29,Off
2024-03-31 10:09:00,D-1740,Air Conditioner,873.14,Living Room,16.79,40.08,164,286.39,On
2024-01-08 14:02:00,D-2580,TV,127.37,Living Room,23.66,77.48,94,23.95,On
2024-10-26 08:07:00,D-6531,Microwave,1060.78,Kitchen,20.92,35.17,91,193.06,Off
2024-10-06 11:32:00,D-1624,Ceiling Fan,86.87,Kitchen,28.48,54.08,28,4.86,On
2024-08-18 00:46:00,D-9336,Air Conditioner,1423.97,Office,27.62,69.77,61,173.72,Off
2024-03-01 13:05:00,D-6929,Washing Machine,270.35,Bathroom,20.35,76.82,115,62.18,On
2024-04-21 19:20:00,D-7285,Microwave,881.59,Kitchen,15.01,77.0,50,88.16,On
2024-10-20 02:22:00,D-1501,Air Conditioner,1231.88,Bedroom,18.52,47.14,129,317.83,On
2024-08-11 22:16:00,D-3119,Laptop Charger,84.82,Kitchen,25.33,63.93,162,27.48,On
2024-12-24 10:19:00,D-7198,Washing Machine,423.3,Kitchen,22.23,55.04,94,79.58,On
2024-02-19 02:20:00,D-8567,Refrigerator,234.01,Bedroom,22.75,39.03,135,63.18,On
2024-11-19 21:37:00,D-3512,Ceiling Fan,59.45,Office,21.12,76.31,102,12.13,Off
2024-01-27 06:36:00,D-6358,Smart Plug,4.44,Office,16.28,40.55,179,1.59,On
2024-11-29 10:53:00,D-4626,Microwave,614.33,Bathroom,25.81,32.09,91,111.81,On
2024-01-14 18:10:00,D-6832,Washing Machine,615.38,Bedroom,29.64,74.99,43,52.92,On
2024-04-18 16:33:00,D-3181,Air Conditioner,1037.78,Bedroom,17.05,59.29,22,45.66,On
2024-04-23 10:52:00,D-4369,Refrigerator,102.37,Bathroom,23.48,65.4,2,0.41,On
2024-09-25 11:51:00,D-8325,Washing Machine,573.96,Bathroom,19.9,73.15,99,113.64,On
2024-08-18 19:08:00,D-1336,Washing Machine,552.91,Kitchen,18.54,76.63,71,78.51,On
2024-12-15 13:40:00,D-7047,TV,141.24,Bedroom,29.13,38.28,12,3.39,Off
2024-08-02 19:59:00,D-1829,TV,77.64,Bathroom,16.84,35.45,118,18.32,On
2024-10-30 16:46:00,D-1631,Laptop Charger,67.29,Kitchen,15.16,71.88,35,4.71,Off
2024-03-27 07:41:00,D-7304,Refrigerator,155.42,Living Room,17.4,54.05,169,52.53,Off
2024-03-07 09:08:00,D-8194,TV,111.86,Bathroom,17.55,45.15,167,37.36,Off
2024-06-27 23:43:00,D-5846,Smart Plug,3.41,Kitchen,19.22,39.19,104,0.71,On
2024-02-20 08:34:00,D-7441,Smart Bulb,7.94,Bedroom,24.39,79.32,50,0.79,On
2024-08-12 00:43:00,D-8810,Smart Plug,5.54,Living Room,24.29,63.7,55,0.61,On
2024-06-21 11:08:00,D-5053,Smart Bulb,13.24,Garage,22.69,55.58,124,3.28,On
2024-09-06 08:18:00,D-2668,Smart Bulb,5.75,Office,27.48,67.23,155,1.78,On
2024-09-03 05:15:00,D-1921,Laptop Charger,53.91,Garage,16.76,48.06,2,0.22,On
2024-09-03 16:22:00,D-6812,Ceiling Fan,79.86,Garage,25.57,50.45,143,22.84,On
2024-01-27 09:25:00,D-3834,Ceiling Fan,41.43,Kitchen,29.38,77.34,143,11.85,On
2024-05-16 17:49:00,D-5591,Smart Plug,2.59,Bedroom,29.37,65.67,38,0.2,On
2024-08-12 01:52:00,D-6948,Smart Plug,2.86,Office,21.44,71.41,116,0.66,On
2024-12-04 05:38:00,D-2651,Ceiling Fan,87.48,Office,22.58,31.33,80,14.0,Off
2024-04-16 08:05:00,D-9463,Air Conditioner,1946.78,Bedroom,28.19,69.67,40,155.74,On
2024-02-12 21:28:00,D-9723,Air Conditioner,1108.42,Bathroom,28.12,73.58,137,303.71,On
2024-12-30 02:21:00,D-1843,Ceiling Fan,41.62,Living Room,18.01,41.8,47,3.91,On
2024-01-07 22:40:00,D-5512,Microwave,1086.68,Garage,29.83,76.89,164,356.43,On
2024-06-15 14:35:00,D-6497,Microwave,992.99,Bathroom,26.99,31.79,163,323.71,On
2024-03-26 10:38:00,D-5107,Smart Bulb,12.78,Kitchen,23.21,30.52,51,1.3,On
2024-12-30 17:43:00,D-5478,Ceiling Fan,48.59,Bedroom,29.53,63.79,88,8.55,On
2024-07-07 22:41:00,D-8400,Ceiling Fan,94.06,Living Room,29.64,66.42,93,17.5,On
2024-05-16 09:17:00,D-7252,Microwave,883.51,Garage,18.27,69.21,5,8.84,On
2024-07-21 08:37:00,D-9786,Refrigerator,284.28,Living Room,27.51,69.02,20,11.37,On
2024-04-06 15:37:00,D-5021,Washing Machine,716.15,Living Room,29.29,47.81,148,211.98,On
2024-11-20 13:04:00,D-4953,Heater,1441.67,Garage,26.0,67.41,162,467.1,On
2024-03-01 22:11:00,D-4531,Heater,1291.48,Living Room,28.27,50.94,55,142.06,On
2024-12-23 16:32:00,D-2468,Laptop Charger,64.66,Bedroom,22.22,74.22,83,10.73,On
2024-07-06 23:27:00,D-5027,Heater,1321.97,Living Room,26.22,53.57,76,200.94,On
2024-06-27 01:48:00,D-2465,Smart Bulb,6.27,Living Room,22.13,45.62,83,1.04,On
2024-01-04 04:47:00,D-7717,Air Conditioner,1311.38,Bathroom,25.58,53.75,83,217.69,On
2024-11-02 06:20:00,D-2599,Smart Bulb,13.79,Garage,28.55,38.97,22,0.61,On
2024-10-29 17:58:00,D-6136,TV,108.73,Office,29.7,79.38,153,33.27,Off
2024-09-21 06:44:00,D-8832,Microwave,1450.12,Bathroom,15.35,34.13,156,452.44,On
2024-11-28 15:03:00,D-5506,Smart Bulb,7.55,Bedroom,25.63,75.13,27,0.41,On
2024-12-30 02:41:00,D-4956,Microwave,645.14,Living Room,28.86,58.82,177,228.38,On
2024-11-07 09:14:00,D-1019,Washing Machine,640.67,Office,21.81,50.88,117,149.92,Off
2024-09-16 00:43:00,D-3270,Microwave,1239.33,Bedroom,21.81,69.49,135,334.62,On
2024-01-08 23:29:00,D-1619,Air Conditioner,1280.16,Living Room,29.87,71.5,129,330.28,Off
2024-05-01 05:57:00,D-6713,Ceiling Fan,82.49,Kitchen,21.82,69.19,29,4.78,On
2024-01-28 15:03:00,D-3768,Smart Plug,3.46,Garage,27.24,44.55,7,0.05,On
2024-02-13 21:18:00,D-1633,Air Conditioner,1607.64,Bedroom,25.97,40.6,101,324.74,On
2024-04-24 01:28:00,D-9723,Smart Plug,5.38,Kitchen,20.34,66.92,85,0.91,On
2024-03-16 09:31:00,D-2626,Ceiling Fan,77.72,Kitchen,23.26,38.91,130,20.21,On
2024-02-10 23:57:00,D-2715,Air Conditioner,926.79,Bedroom,16.61,60.73,63,116.78,On
2024-06-16 21:02:00,D-2786,Laptop Charger,75.64,Garage,24.13,62.09,173,26.17,On
2024-08-13 22:50:00,D-6689,Heater,1536.34,Office,29.33,39.17,117,359.5,Off
2024-02-24 07:21:00,D-5040,Laptop Charger,71.23,Office,19.24,37.13,9,1.28,On
2024-09-06 06:15:00,D-2263,Air Conditioner,1172.75,Bedroom,24.2,64.81,53,124.31,Off
2024-03-18 15:44:00,D-6040,TV,68.58,Living Room,24.44,66.22,21,2.88,On
2024-07-25 02:24:00,D-8099,Air Conditioner,2124.98,Office,16.79,75.97,43,182.75,On
2024-03-22 00:34:00,D-3349,Heater,2968.63,Bedroom,17.41,61.37,165,979.65,Off
2024-09-26 09:37:00,D-7095,Smart Plug,5.92,Office,23.38,39.28,79,0.94,On
2024-04-15 17:23:00,D-6635,Air Conditioner,1306.99,Office,28.38,79.38,108,282.31,On
2024-04-21 08:30:00,D-4042,Refrigerator,145.26,Living Room,22.56,52.54,21,6.1,On
2024-07-24 17:49:00,D-8839,Laptop Charger,73.87,Bedroom,18.34,74.8,93,13.74,On
2024-05-01 19:10:00,D-6623,Smart Plug,4.97,Garage,18.34,70.15,154,1.53,On
2024-01-23 08:32:00,D-7002,Refrigerator,110.66,Office,22.4,68.57,98,21.69,On
2024-10-29 05:01:00,D-5145,TV,146.66,Living Room,16.0,59.73,135,39.6,Off
2024-10-02 18:56:00,D-9928,Smart Bulb,5.58,Bathroom,27.62,77.16,33,0.37,On
2024-12-23 22:51:00,D-8530,Air Conditioner,1989.65,Office,28.87,50.49,3,11.94,On
2024-06-11 11:16:00,D-8037,Washing Machine,310.31,Office,15.98,62.08,78,48.41,Off
2024-02-14 17:43:00,D-5984,Ceiling Fan,67.8,Kitchen,26.48,78.76,16,2.17,Off
2024-11-18 13:22:00,D-6736,TV,55.55,Bedroom,22.06,36.78,89,9.89,On
2024-12-12 00:55:00,D-2550,TV,88.05,Bathroom,28.03,56.62,159,28.0,On
2024-11-10 11:06:00,D-7778,Laptop Charger,59.25,Office,19.49,56.41,35,4.15,On
2024-12-19 18:01:00,D-8458,Laptop Charger,53.72,Garage,29.2,48.2,42,4.51,On
2024-06-30 20:22:00,D-9874,TV,76.97,Kitchen,20.13,72.02,164,25.25,On
2024-05-23 02:12:00,D-7642,Smart Plug,4.6,Office,27.91,48.77,153,1.41,Off
2024-02-03 12:16:00,D-5522,Ceiling Fan,48.57,Bathroom,18.84,77.25,66,6.41,On
2024-11-09 22:42:00,D-5869,TV,140.24,Office,22.64,64.47,86,24.12,On
2024-05-12 00:28:00,D-2593,Ceiling Fan,99.45,Office,17.37,53.28,95,18.9,On
2024-06-28 14:40:00,D-5705,Air Conditioner,1417.01,Bathroom,28.83,67.65,35,99.19,Off
2024-03-02 01:12:00,D-9648,Refrigerator,280.33,Office,18.41,37.56,44,24.67,On
2024-01-08 14:53:00,D-1739,Heater,2398.67,Bathroom,27.7,45.01,3,14.39,On
2024-12-21 02:02:00,D-8873,Refrigerator,291.32,Office,27.85,40.45,2,1.17,Off
2024-10-01 02:06:00,D-7417,Smart Plug,6.99,Kitchen,27.38,79.26,148,2.07,On
2024-08-22 03:51:00,D-9939,Air Conditioner,1204.1,Bedroom,15.61,74.54,66,158.94,On
2024-06-16 07:20:00,D-9748,TV,106.72,Living Room,24.48,71.46,120,25.61,Off
2024-05-21 12:00:00,D-2043,Smart Plug,3.65,Living Room,28.98,36.32,119,0.87,On
2024-09-01 21:24:00,D-3189,Heater,2439.86,Bathroom,16.93,34.07,4,19.52,Off
2024-03-18 15:41:00,D-7883,Heater,1673.6,Kitchen,18.88,46.21,117,391.62,On
2024-12-06 14:51:00,D-8175,Ceiling Fan,104.25,Living Room,29.32,63.09,21,4.38,Off
2024-03-17 23:16:00,D-6499,Laptop Charger,40.11,Kitchen,24.81,77.36,52,4.17,On
2024-08-20 12:40:00,D-5500,Smart Bulb,5.59,Kitchen,25.55,55.96,75,0.84,On
2024-10-02 09:21:00,D-6997,Smart Bulb,13.89,Garage,15.74,52.13,141,3.92,Off
2024-10-18 20:46:00,D-4135,Microwave,905.58,Bedroom,29.05,52.76,2,3.62,On
2024-07-03 13:07:00,D-8662,Refrigerator,266.95,Bedroom,28.14,48.39,3,1.6,On
2024-08-28 00:33:00,D-6417,TV,60.14,Office,27.93,69.14,67,8.06,On
2024-04-08 19:56:00,D-2491,Heater,2039.27,Garage,21.27,40.56,121,493.5,On
2024-03-16 11:14:00,D-8451,Air Conditioner,813.36,Living Room,20.51,43.39,60,97.6,On
2024-04-20 07:43:00,D-7666,Microwave,1430.31,Kitchen,19.7,51.78,73,208.83,On
2024-03-25 05:00:00,D-9356,Washing Machine,690.66,Office,24.32,50.03,114,157.47,On
2024-05-06 21:08:00,D-8066,Smart Plug,4.58,Garage,25.03,57.48,84,0.77,On
2024-03-27 20:16:00,D-7001,Air Conditioner,1676.07,Living Room,23.26,37.82,175,586.62,On
2024-08-21 13:08:00,D-5636,Ceiling Fan,71.44,Bedroom,29.44,69.79,52,7.43,Off
2024-01-11 06:08:00,D-4911,Ceiling Fan,87.8,Bedroom,24.97,52.52,54,9.48,On
2024-08-07 20:09:00,D-8272,Washing Machine,601.52,Garage,16.22,74.96,71,85.42,On
2024-11-13 21:41:00,D-2156,Laptop Charger,35.62,Office,17.4,33.58,47,3.35,On
2024-12-27 04:48:00,D-6082,Refrigerator,294.06,Office,16.46,57.0,134,78.81,On
2024-10-26 20:37:00,D-3718,Smart Bulb,8.64,Bedroom,21.26,44.53,77,1.33,On
2024-10-19 17:52:00,D-4350,Refrigerator,202.92,Kitchen,21.62,76.99,114,46.27,On
2024-11-03 03:51:00,D-2645,Ceiling Fan,72.51,Office,22.06,66.46,151,21.9,Off
2024-09-12 12:41:00,D-5113,Microwave,1094.34,Office,16.73,54.52,161,352.38,On
2024-09-14 13:26:00,D-5619,Washing Machine,747.34,Bedroom,17.72,63.52,103,153.95,Off
2024-09-11 17:01:00,D-7234,Laptop Charger,75.3,Garage,29.65,30.61,104,15.66,Off
2024-08-17 13:45:00,D-2346,Smart Bulb,8.66,Bathroom,24.58,50.23,161,2.79,Off
2024-02-28 11:29:00,D-2352,TV,73.93,Kitchen,21.8,51.73,157,23.21,On
2024-04-25 16:43:00,D-3791,Refrigerator,278.34,Bathroom,19.58,68.76,62,34.51,On
2024-03-04 11:46:00,D-8254,Refrigerator,203.86,Living Room,28.07,68.18,39,15.9,On
2024-07-30 09:14:00,D-9031,Laptop Charger,42.94,Bathroom,21.94,34.49,179,15.37,On
2024-07-28 14:43:00,D-9896,Smart Plug,6.5,Office,23.06,49.91,68,0.88,On
2024-06-03 18:17:00,D-2283,Microwave,948.57,Living Room,22.39,31.12,112,212.48,On
2024-03-31 14:58:00,D-2290,Laptop Charger,53.28,Office,23.27,58.67,64,6.82,Off
2024-09-17 03:25:00,D-4692,Refrigerator,119.03,Garage,15.11,55.47,50,11.9,On
2024-07-08 17:51:00,D-4396,Air Conditioner,1114.71,Garage,29.21,75.42,105,234.09,Off
2024-02-15 10:34:00,D-9079,Microwave,806.25,Kitchen,21.12,38.76,102,164.47,On
2024-07-30 05:14:00,D-9294,Microwave,1694.09,Bedroom,24.64,63.55,50,169.41,On
2024-06-10 19:27:00,D-4415,Ceiling Fan,81.72,Kitchen,25.41,63.0,10,1.63,On
2024-07-20 10:58:00,D-9483,TV,127.56,Bathroom,28.74,74.82,143,36.48,On
2024-06-03 15:17:00,D-1865,Washing Machine,587.79,Living Room,24.19,59.56,22,25.86,Off
2024-11-22 01:35:00,D-3824,Washing Machine,554.38,Bathroom,18.24,62.05,151,167.42,Off
2024-10-14 10:38:00,D-1993,Ceiling Fan,74.77,Living Room,23.92,40.48,7,1.05,On
2024-06-11 18:31:00,D-7890,Heater,1522.84,Kitchen,22.74,47.18,138,420.3,On
2024-12-11 07:33:00,D-5800,Washing Machine,569.2,Garage,20.39,46.43,132,150.27,On
2024-02-07 21:10:00,D-3372,Ceiling Fan,56.69,Bathroom,18.82,68.8,55,6.24,On
2024-03-03 06:18:00,D-8846,Air Conditioner,846.62,Bedroom,18.62,41.45,28,47.41,Off
2024-07-29 16:55:00,D-8387,Smart Bulb,11.51,Bathroom,22.33,66.02,149,3.43,Off
2024-04-20 01:16:00,D-6750,Microwave,834.46,Living Room,16.52,79.08,175,292.06,On
2024-11-03 03:40:00,D-5631,Microwave,910.78,Living Room,18.52,78.2,149,271.41,Off
2024-01-14 07:06:00,D-8705,TV,114.43,Bedroom,29.73,77.96,27,6.18,Off
2024-05-08 10:05:00,D-7015,Smart Bulb,5.22,Garage,16.33,54.79,82,0.86,On
2024-12-22 07:57:00,D-8093,Air Conditioner,1138.73,Office,17.48,37.47,9,20.5,On
2024-12-30 17:24:00,D-2383,TV,72.81,Bedroom,29.39,60.21,146,21.26,On
2024-10-06 21:16:00,D-5327,Washing Machine,523.33,Office,24.56,70.25,142,148.63,Off
2024-05-13 05:23:00,D-5955,Heater,1948.32,Office,21.58,61.99,89,346.8,On
2024-10-28 05:25:00,D-2192,TV,122.97,Living Room,22.72,64.96,25,6.15,On
2024-01-13 04:20:00,D-7809,Ceiling Fan,79.67,Kitchen,18.28,40.81,89,14.18,Off
2024-11-15 07:22:00,D-2696,Microwave,1531.8,Garage,25.16,55.21,50,153.18,On
2024-02-20 14:15:00,D-4924,TV,91.13,Kitchen,26.32,50.57,19,3.46,On
2024-06-15 02:06:00,D-8805,Laptop Charger,75.45,Living Room,21.14,50.97,147,22.18,Off
2024-12-25 07:37:00,D-2131,Air Conditioner,2080.15,Kitchen,16.59,31.38,7,29.12,Off
2024-09-23 23:01:00,D-7593,Microwave,1502.53,Kitchen,18.89,67.38,122,366.62,On
2024-03-03 04:10:00,D-3665,Heater,2460.8,Kitchen,29.18,30.75,42,206.71,On
2024-04-19 06:30:00,D-7071,Smart Plug,5.5,Garage,28.09,62.16,98,1.08,On
2024-03-06 23:18:00,D-4291,Heater,1513.46,Bedroom,24.42,69.76,158,478.25,On
2024-06-03 17:58:00,D-2906,Laptop Charger,77.64,Bedroom,29.98,62.94,125,19.41,Off
2024-05-26 03:57:00,D-2072,Air Conditioner,2101.89,Garage,17.29,75.65,69,290.06,Off
2024-09-07 06:30:00,D-6516,Refrigerator,138.46,Bathroom,25.98,55.52,165,45.69,Off
2024-04-03 13:04:00,D-6209,Heater,2108.77,Garage,17.49,76.33,142,598.89,Off
2024-05-24 14:33:00,D-8291,Ceiling Fan,41.88,Bedroom,29.46,46.74,63,5.28,On
2024-03-18 01:07:00,D-9554,Heater,2171.43,Bathroom,25.25,44.23,93,403.89,On
2024-07-31 22:08:00,D-9624,Laptop Charger,82.03,Garage,28.19,62.97,172,28.22,Off
2024-07-17 13:32:00,D-7680,Refrigerator,185.2,Bedroom,18.04,36.99,178,65.93,On
2024-11-10 03:40:00,D-5821,Refrigerator,250.44,Kitchen,16.34,63.94,46,23.04,Off
2024-05-15 12:52:00,D-1325,Washing Machine,269.7,Bathroom,18.97,59.98,178,96.01,On
2024-08-05 13:45:00,D-8325,Heater,1745.83,Bedroom,19.53,49.4,91,317.74,On
2024-02-15 21:07:00,D-7818,Air Conditioner,839.21,Bathroom,19.05,30.82,132,221.55,Off
2024-11-04 19:04:00,D-6262,Smart Plug,5.6,Office,28.12,54.11,51,0.57,On
2024-05-30 03:19:00,D-9552,Refrigerator,186.84,Office,26.42,39.46,58,21.67,Off
2024-05-03 13:46:00,D-5644,Heater,2234.32,Office,29.05,52.04,166,741.79,Off
2024-09-05 12:57:00,D-8406,Smart Plug,3.64,Office,19.36,47.94,129,0.94,Off
2024-11-20 18:31:00,D-8038,Washing Machine,498.03,Living Room,22.84,49.76,141,140.44,On
2024-05-10 07:14:00,D-9927,Ceiling Fan,77.38,Office,28.22,54.05,26,4.02,On
2024-03-17 10:21:00,D-7934,Smart Bulb,11.27,Office,21.21,63.42,18,0.41,Off
2024-02-02 21:29:00,D-2646,Washing Machine,564.88,Kitchen,16.32,49.31,75,84.73,Off
2024-01-02 02:51:00,D-1685,Smart Plug,4.59,Bathroom,26.28,75.31,131,1.2,On
2024-04-25 10:39:00,D-2867,TV,53.44,Office,29.59,75.39,54,5.77,Off
2024-05-29 18:56:00,D-5501,TV,129.27,Kitchen,25.86,49.24,6,1.55,Off
2024-08-20 11:23:00,D-7956,Ceiling Fan,82.92,Bedroom,18.87,57.79,75,12.44,On
2024-11-01 05:39:00,D-6224,Smart Plug,3.28,Bathroom,23.24,67.93,170,1.12,On
2024-11-13 18:38:00,D-9372,TV,133.07,Bathroom,25.43,75.95,12,3.19,On
2024-08-15 08:31:00,D-4149,Refrigerator,163.4,Living Room,19.42,61.27,162,52.94,Off
2024-04-26 10:38:00,D-1658,Ceiling Fan,102.95,Living Room,22.15,47.98,58,11.94,On
2024-08-14 06:53:00,D-8919,Smart Bulb,5.83,Garage,24.32,59.48,20,0.23,On
2024-04-27 21:32:00,D-1409,Microwave,1419.97,Bedroom,20.8,49.84,138,391.91,Off
2024-11-24 19:45:00,D-9859,Smart Bulb,9.41,Bathroom,18.78,77.81,41,0.77,Off
2024-09-15 10:55:00,D-8963,TV,50.9,Office,21.21,73.98,102,10.38,Off
2024-02-22 11:39:00,D-8149,Heater,2597.92,Garage,25.87,40.68,177,919.66,Off
2024-09-19 18:31:00,D-4800,Heater,2199.77,Living Room,15.69,30.0,42,184.78,On
2024-03-12 03:43:00,D-9149,Smart Plug,3.78,Bedroom,20.35,65.7,59,0.45,On
2024-02-26 10:13:00,D-9638,TV,108.33,Living Room,18.37,32.37,162,35.1,Off
2024-05-22 14:25:00,D-6883,Heater,2877.51,Bathroom,27.23,33.36,102,587.01,On
2024-05-19 14:54:00,D-6494,TV,112.71,Kitchen,29.18,30.42,36,8.12,On
2024-11-25 16:59:00,D-4649,Refrigerator,248.36,Living Room,20.15,32.23,176,87.42,On
2024-08-13 18:50:00,D-3768,Microwave,1456.24,Bathroom,17.01,31.45,107,311.64,On
2024-12-24 19:55:00,D-7514,Ceiling Fan,65.45,Bathroom,16.64,38.06,60,7.85,On
2024-08-25 22:45:00,D-5190,TV,102.79,Garage,16.25,76.82,14,2.88,On
2024-04-27 19:44:00,D-5656,Air Conditioner,1653.43,Kitchen,22.37,64.79,18,59.52,On
2024-02-14 12:03:00,D-4364,Refrigerator,260.24,Kitchen,15.4,38.78,126,65.58,On
2024-12-30 03:15:00,D-7230,Air Conditioner,1901.49,Office,25.81,30.82,179,680.73,Off
2024-03-12 17:51:00,D-3701,Ceiling Fan,91.48,Kitchen,16.19,32.08,44,8.05,On
2024-06-09 18:35:00,D-5281,Smart Plug,3.08,Office,15.1,59.62,117,0.72,Off
2024-09-01 09:16:00,D-9829,Ceiling Fan,81.49,Bedroom,19.74,70.52,64,10.43,On
2024-02-09 02:03:00,D-7922,Washing Machine,574.92,Garage,25.94,51.21,20,23.0,On
2024-01-19 23:00:00,D-4625,Smart Bulb,9.87,Kitchen,20.57,72.66,20,0.39,Off
2024-01-05 19:22:00,D-1045,Smart Bulb,8.54,Kitchen,24.17,53.27,66,1.13,Off
2024-03-24 15:25:00,D-8652,Microwave,1216.63,Kitchen,17.58,35.07,129,313.89,On
2024-11-12 00:37:00,D-4584,Laptop Charger,39.45,Bedroom,15.27,77.69,102,8.05,Off
2024-10-23 06:34:00,D-9326,Refrigerator,161.41,Garage,26.51,62.14,122,39.38,On
2024-09-05 16:59:00,D-9173,Smart Bulb,10.89,Bedroom,29.93,60.49,82,1.79,On
2024-09-23 03:14:00,D-4888,TV,109.82,Office,23.73,77.44,91,19.99,On
2024-07-10 22:28:00,D-3940,TV,69.37,Garage,19.61,69.84,151,20.95,On
2024-03-10 19:01:00,D-8858,TV,145.68,Garage,26.82,65.46,109,31.76,On
2024-11-26 05:34:00,D-5371,Ceiling Fan,75.62,Office,19.31,70.96,117,17.7,On
2024-02-17 02:05:00,D-2501,Heater,1625.17,Garage,27.68,38.83,54,175.52,Off
2024-06-02 12:57:00,D-3424,Microwave,1232.47,Kitchen,21.3,54.23,143,352.49,On
2024-08-18 23:14:00,D-9917,Washing Machine,504.51,Office,15.62,49.25,42,42.38,On
2024-06-18 01:43:00,D-7510,Smart Bulb,12.23,Living Room,17.61,39.02,25,0.61,On
2024-02-28 02:11:00,D-3721,Air Conditioner,1511.84,Office,21.49,64.32,147,444.48,On
2024-03-11 20:03:00,D-4357,Heater,1157.95,Bathroom,24.78,50.55,110,254.75,Off
2024-02-18 19:16:00,D-5610,Smart Bulb,7.96,Garage,26.55,50.58,81,1.29,On
2024-04-28 00:34:00,D-2940,Smart Bulb,10.38,Living Room,21.58,53.91,18,0.37,On
2024-10-27 16:23:00,D-3099,Refrigerator,235.05,Bedroom,24.87,33.8,163,76.63,On
2024-10-03 14:03:00,D-7084,Ceiling Fan,73.63,Bathroom,15.28,51.74,90,13.25,On
2024-04-17 03:12:00,D-7384,Microwave,1366.42,Office,23.59,31.76,96,262.35,Off
2024-06-19 20:56:00,D-2879,Air Conditioner,986.4,Kitchen,20.15,37.82,149,293.95,On
2024-08-08 23:33:00,D-3018,Laptop Charger,41.56,Office,23.36,53.89,167,13.88,On
2024-11-29 00:37:00,D-6114,Washing Machine,657.01,Bedroom,24.18,72.4,81,106.44,Off
2024-06-24 23:11:00,D-3603,Microwave,923.56,Garage,22.98,62.4,52,96.05,On
2024-09-23 21:44:00,D-7382,Refrigerator,201.13,Bathroom,27.65,46.26,177,71.2,On
2024-08-18 10:59:00,D-5608,Laptop Charger,55.73,Garage,20.14,54.26,90,10.03,Off
2024-05-09 01:53:00,D-9093,Microwave,742.58,Garage,19.96,72.83,52,77.23,On
2024-02-27 07:22:00,D-6092,Laptop Charger,60.6,Bedroom,22.58,39.16,171,20.73,On
2024-08-29 08:42:00,D-6697,Smart Bulb,12.21,Garage,22.1,38.55,41,1.0,Off
2024-10-04 03:44:00,D-9966,Heater,1099.02,Garage,16.37,36.15,81,178.04,Off
2024-11-25 12:23:00,D-8215,Washing Machine,423.12,Office,24.94,57.69,174,147.25,On
2024-04-15 18:59:00,D-3057,Washing Machine,676.51,Garage,22.39,63.52,103,139.36,On
2024-08-27 11:34:00,D-5081,Microwave,1143.4,Garage,21.58,67.81,139,317.87,On
2024-06-09 18:14:00,D-8364,Heater,1483.34,Living Room,25.46,47.56,30,89.0,On
2024-01-07 11:40:00,D-4251,TV,73.08,Garage,24.37,35.4,29,4.24,On
2024-07-11 06:00:00,D-9363,Air Conditioner,1054.05,Living Room,16.17,77.19,104,219.24,Off
2024-01-15 08:27:00,D-7336,Washing Machine,319.07,Living Room,18.3,63.0,63,40.2,Off
2024-02-03 02:12:00,D-3297,Laptop Charger,70.11,Garage,15.91,36.82,48,6.73,Off
2024-07-30 09:39:00,D-3927,Smart Plug,3.43,Bedroom,16.14,50.77,69,0.47,On
2024-12-02 19:40:00,D-8498,TV,75.43,Garage,25.7,53.58,112,16.9,Off
2024-02-01 03:13:00,D-9650,Laptop Charger,33.81,Office,16.21,44.12,166,11.22,On
2024-04-23 05:46:00,D-4691,Smart Bulb,9.39,Kitchen,27.49,47.69,160,3.0,On
2024-12-22 09:06:00,D-3161,Ceiling Fan,85.79,Garage,28.77,60.61,123,21.1,On
2024-05-02 02:28:00,D-2703,Microwave,1568.59,Kitchen,23.14,37.48,72,225.88,Off
2024-12-04 01:49:00,D-3811,Smart Plug,7.09,Office,28.64,78.46,149,2.11,On
2024-02-10 15:21:00,D-8632,Air Conditioner,1889.94,Garage,26.67,66.34,152,574.54,On
